id,area,section,level,question,question_en
339,Frontend,React,Middle,Как closures влияет на производительность?,How does closures affect performance?
340,Frontend,React,Middle,Приведите production-пример использования event loop.,Give a production example of using event loop.
341,Frontend,React,Middle,Что такое promises?,What is promises?
342,Frontend,React,Middle,Как работает async/await?,How does async/await work?
343,Frontend,React,Middle,Когда использовать prototypes?,When should you use prototypes?
344,Frontend,React,Middle,Какие проблемы возникают при использовании TypeScript generics?,What problems can arise when using TypeScript generics?
345,Frontend,React,Middle,Как протестировать accessibility?,How do you test accessibility?
346,Frontend,React,Middle,Как оптимизировать CSS Grid?,How do you optimize CSS Grid?
347,Frontend,React,Middle,Сравните HTTP caching с альтернативным подходом.,Compare HTTP caching with an alternative approach.
348,Frontend,React,Middle,Какие ошибки часто допускают при работе с CORS?,What common mistakes are made when working with CORS?
349,Frontend,React,Middle,Как React hooks влияет на производительность?,How does React hooks affect performance?
350,Frontend,React,Middle,Приведите production-пример использования state management.,Give a production example of using state management.
351,Frontend,React,Middle,Что такое SSR?,What is SSR?
352,Frontend,React,Middle,Как работает testing?,How does testing work?
353,Frontend,React,Middle,Когда использовать XSS?,When should you use XSS?
354,Frontend,React,Middle,Какие проблемы возникают при использовании Node.js streams?,What problems can arise when using Node.js streams?
355,Frontend,React,Middle,Как протестировать REST API?,How do you test REST API?
356,Frontend,React,Middle,Как оптимизировать transactions?,How do you optimize transactions?
357,Frontend,React,Middle,Сравните indexes с альтернативным подходом.,Compare indexes with an alternative approach.
